imdb_id,nota_letterboxd,avaliacoes_letterboxd,diretor,url_letterboxd
tt3260524,3.89,19220,Chris Bolan,https://letterboxd.com/film/a-secret-love/
tt6193408,3.36,39955,"Will Becher, Richard Phelan",https://letterboxd.com/film/a-shaun-the-sheep-movie-farmageddon/
tt7040874,3.14,466030,Paul Feig,https://letterboxd.com/film/a-simple-favor/
tt5915444,3.21,234,Adam Perry,https://letterboxd.com/film/a-small-fortune/
tt28943323,2.94,696,Rolie Nikiwe,https://letterboxd.com/film/a-soweto-love-story/
tt11963126,3.48,682,"Leanne Dare, Jason Sterman",https://letterboxd.com/film/a-spark-story/
tt40269077,3.02,4092,Jerry Lopez Sineneng,https://letterboxd.com/film/a-special-memory/
tt1517451,3.64,1171730,Bradley Cooper,https://letterboxd.com/film/a-star-is-born-2018/
tt0287003,3.05,633,Jack Speirs,https://letterboxd.com/film/a-tale-of-two-critters/
tt6236142,2.77,514,Javier Colinas,https://letterboxd.com/film/i-wanted-to-find-you/
tt0117913,3.85,268247,Joel Schumacher,https://letterboxd.com/film/a-time-to-kill-1996/
tt12616964,2.93,981,Pedro Pablo Ibarra,https://letterboxd.com/film/all-the-places/
tt20115096,2.48,12098,Steven K. Tsuchida,https://letterboxd.com/film/a-tourists-guide-to-love/
tt43619305,3.05,33644,Alexandra Lacey,https://letterboxd.com/film/a-toxic-love-story/
tt14463484,2.08,225527,Marçal Forés,https://letterboxd.com/film/through-my-window/
tt28105944,2.15,81093,Marçal Forés,https://letterboxd.com/film/through-my-window-3-looking-at-you/
tt21245882,1.89,100254,Marçal Forés,https://letterboxd.com/film/through-my-window-across-the-sea/
tt20417166,3.57,416,Trish Adlesic,https://letterboxd.com/film/a-tree-of-life-the-pittsburgh-synagogue-shooting/
tt29769154,3.31,338,"Funke Akindele, Adeoluwa Owu",https://letterboxd.com/film/a-tribe-called-judah/
tt21929356,3.69,9270,"Jonathan Halperin, Drew Takahashi",https://letterboxd.com/film/a-trip-to-infinity/
tt1230204,2.78,16834,Ben Stassen,https://letterboxd.com/film/a-turtles-tale-sammys-adventures/
tt9815084,1.87,1629,Steven Nesbit,https://letterboxd.com/film/a-very-british-christmas/
tt27327494,2.7,14702,Petersen Vargas,https://letterboxd.com/film/a-very-good-girl/
tt35600079,2.72,61575,Jessica Yu,https://letterboxd.com/film/a-very-jonas-christmas-movie/
tt4537842,2.68,32154,Sofia Coppola,https://letterboxd.com/film/a-very-murray-christmas/
tt6390668,4.09,39673,Karim Aïnouz,https://letterboxd.com/film/invisible-life/
tt4850742,3.28,2953,Teodoro Poppovic,https://letterboxd.com/film/a-vila-das-nove/
tt12708382,3.01,610,Ross McCall,https://letterboxd.com/film/a-violent-man-2021/
tt33355991,3.33,5886,Juliana Antunes,https://letterboxd.com/film/an-invisible-victim-the-eliza-samudio-case/
tt0365907,3.11,46828,Scott Frank,https://letterboxd.com/film/a-walk-among-the-tombstones/
tt0114887,3.27,23472,Alfonso Arau,https://letterboxd.com/film/a-walk-in-the-clouds/
tt1178665,2.97,15534,Ken Kwapis,https://letterboxd.com/film/a-walk-in-the-woods/
tt0281358,3.48,351158,Adam Shankman,https://letterboxd.com/film/a-walk-to-remember/
tt1341340,2.79,680,Mike Sears,https://letterboxd.com/film/a-warriors-heart/
tt11388278,2.43,15159,Roman White,https://letterboxd.com/film/a-week-away/
tt9150192,2.4,141314,David Ayer,https://letterboxd.com/film/a-working-man/
tt5374070,3.4,544,Eliot Rausch,https://letterboxd.com/film/a-world-unseen-the-revenant/
tt15484488,2.64,1506,Nia Dinata,https://letterboxd.com/film/a-world-without/
tt13434562,3.04,16605,Travis Stevens,https://letterboxd.com/film/a-wounded-fawn/
tt1620680,2.2,98461,Ava DuVernay,https://letterboxd.com/film/a-wrinkle-in-time-2018/
tt0212720,3.66,342004,Steven Spielberg,https://letterboxd.com/film/ai-artificial-intelligence/
tt3823672,2.83,404,Robin Dunne,https://letterboxd.com/film/archie/
tt20567314,2.46,8004,Deniz Yorulmazer,https://letterboxd.com/film/oh-belinda/
tt28283958,3.63,2070,Sindhu Sreenivasa Murthy,https://letterboxd.com/film/aachar-co/
tt0986213,3.45,5305,Anil Mehta,https://letterboxd.com/film/aaja-nachle/
tt33888131,2.72,9489,Vivek Soni,https://letterboxd.com/film/aap-jaisa-koi/
tt27647417,3.21,609,"Shane Rasco, Jeffrey Thomas",https://letterboxd.com/film/aaron-carter-the-little-prince-of-pop/
tt40224365,3.38,1467,Henry Stone,https://letterboxd.com/film/aaron-chen-funny-garden/
tt34913101,3.17,291,,https://letterboxd.com/film/aaron-hernandez-and-the-untold-murders-of/
tt32643830,2.37,54010,Kimo Stamboel,https://letterboxd.com/film/the-elixir-2025/
tt1470171,2.45,2837,Michael Feifer,https://letterboxd.com/film/abandoned-2010/
tt7867360,2.36,1291,Ernie Barbarash,https://letterboxd.com/film/abduction-2019/
tt12076024,3.28,294,"Marcos Jorge, Marcelo Botta",https://letterboxd.com/film/jumbled-2/
tt6324278,3.17,73465,Jill Culton,https://letterboxd.com/film/abominable-2019/
tt5591746,3.55,504,Tracy Droz Tragos,https://letterboxd.com/film/abortion-stories-women-tell/
tt14456350,2.95,53469,Maryus  Vaysberg,https://letterboxd.com/film/about-fate/
tt2194499,4.09,1662089,Richard Curtis,https://letterboxd.com/film/about-time/
tt0094602,2.86,18594,Andrew Davis,https://letterboxd.com/film/above-the-law/
tt1611224,2.58,110013,Timur Bekmambetov,https://letterboxd.com/film/abraham-lincoln-vampire-hunter/
tt23848264,2.95,11703,Cristian Ponce,https://letterboxd.com/film/a-mothers-embrace/
tt2112096,2.76,9029,Mandie Fletcher,https://letterboxd.com/film/absolutely-fabulous-the-movie/
tt9534808,2.55,423,"Daniel Zirilli, Michael Merino",https://letterboxd.com/film/acceleration-2019/
tt9201172,2.92,1186,Mark Lambert Bristol,https://letterboxd.com/film/accidental-texan/
tt39631179,2.25,7419,Anubhuti Kashyap,https://letterboxd.com/film/accused-2026/
tt12648266,3.16,8528,Philip Barantini,https://letterboxd.com/film/accused-2023/
tt0109040,3.23,435816,Tom Shadyac,https://letterboxd.com/film/ace-ventura-pet-detective/
tt0380165,2.66,1535,Flávia Moraes,https://letterboxd.com/film/acquaria/
tt5652768,3.33,1497,Paula Ortiz,https://letterboxd.com/film/across-the-river-and-into-the-trees/
tt6684714,2.24,3652,Brett Donowho,https://letterboxd.com/film/acts-of-violence-2018/
tt11999602,3.16,13326,Kit Zauhar,https://letterboxd.com/film/actual-people/
tt2935510,3.36,489451,James Gray,https://letterboxd.com/film/ad-astra-2019/
tt32138452,2.51,22052,Rodolphe Lauga,https://letterboxd.com/film/ad-vitam-2025/
tt22001304,3.33,8414,Stefano Sollima,https://letterboxd.com/film/adagio-2023-1/
tt6316466,2.42,2568,Rhys Ernst,https://letterboxd.com/film/adam-2019/
tt18274178,3.52,4184,"Waboku, Nobutaka Yoda, Hibiki Yoshizaki, Yuichiro Saeki",https://letterboxd.com/film/adam-by-eve-a-live-in-animation/
tt10376844,2.96,1848,Jaime Eliezer Karas,https://letterboxd.com/film/adam-devine-best-time-of-our-lives/
tt34367447,3.17,735,Adam Ray,https://letterboxd.com/film/adam-ray-is-dr-phil-unleashed/
tt0479341,3.1,3179,Paul Schrader,https://letterboxd.com/film/adam-resurrected/
tt9036126,3.77,12274,Steven Brill,https://letterboxd.com/film/adam-sandler-100-fresh/
tt33081211,3.68,10984,Josh Safdie,https://letterboxd.com/film/adam-sandler-love-you/
tt0268126,4.1,338598,Spike Jonze,https://letterboxd.com/film/adaptation/
tt0106220,3.83,318902,Barry Sonnenfeld,https://letterboxd.com/film/addams-family-values/
tt12915716,1.51,11576,Om Raut,https://letterboxd.com/film/adipurush/
tt8887784,2.95,369,C. Bailey Werner,https://letterboxd.com/film/a-perfect-host/
tt2103267,2.64,25376,Anne Fontaine,https://letterboxd.com/film/adoration-2013/
tt15721032,3.64,2310,Andy Ostroy,https://letterboxd.com/film/adrienne/
tt33996575,3.25,469,Louis C.K.,https://letterboxd.com/film/adrienne-iapalucci-the-dark-queen/
tt7493370,3.32,3544,Costa-Gavras,https://letterboxd.com/film/adults-in-the-room/
tt0092513,3.48,62710,Chris Columbus,https://letterboxd.com/film/adventures-in-babysitting/
tt4456850,2.92,40769,John Schultz,https://letterboxd.com/film/adventures-in-babysitting-2016/
tt6875374,3.03,803,Thorsten Klein,https://letterboxd.com/film/adventures-of-a-mathematician/
tt8545636,2.81,262,Ryan Bellgardt,https://letterboxd.com/film/adventures-of-rufus-the-fantastic-pet/
tt19864942,2.86,585,Kannan Iyer,https://letterboxd.com/film/ae-watan-mere-watan/
tt4180556,2.22,1418,Eric Bross,https://letterboxd.com/film/affairs-of-state/
tt41300402,3.45,420,,https://letterboxd.com/film/afi-life-achievement-award-a-tribute-to-eddie/
tt12930476,3.35,603,"Rudge Campos, Júnior Carelli",https://letterboxd.com/film/afonso-padilha-classless/
tt30802611,3.32,247,"Danilo Veloso, Thiago Siqueira",https://letterboxd.com/film/afonso-padilha-geracoes/
tt24577462,1.77,64144,Chris Weitz,https://letterboxd.com/film/afraid-2024-1/
tt1223236,3.52,3568,"Keith Scholey, Alastair Fothergill",https://letterboxd.com/film/african-cats/
tt4126476,1.79,347776,Jenny Gage,https://letterboxd.com/film/after-2019/
tt13070038,1.67,83969,Castille Landon,https://letterboxd.com/film/after-ever-happy/
tt15334488,1.66,75729,Castille Landon,https://letterboxd.com/film/after-everything-2023/
tt0088680,4.13,539236,Martin Scorsese,https://letterboxd.com/film/after-hours/
tt12664558,2.86,251,Jack Dignan,https://letterboxd.com/film/after-she-died/
tt14746834,3.18,935,Ivy Meeropol,https://letterboxd.com/film/after-the-bite/
tt32159989,2.85,207156,Luca Guadagnino,https://letterboxd.com/film/after-the-hunt-2025/
tt11615038,3.43,1938,Andrew Rossi,https://letterboxd.com/film/after-truth-disinformation-and-the-cost-of-fake-news/
tt10362466,1.71,164094,Roger Kumble,https://letterboxd.com/film/after-we-collided/
tt13069986,1.65,110020,Castille Landon,https://letterboxd.com/film/after-we-fell/
tt1210027,2.02,10919,J.J. Perry,https://letterboxd.com/film/afterburn-2025/
tt11742798,2.52,25165,Stephen Herek,https://letterboxd.com/film/afterlife-of-the-party/
tt19770238,4.21,1705940,Charlotte Wells,https://letterboxd.com/film/aftersun/
tt13873302,3.09,20520,Peter Flinth,https://letterboxd.com/film/against-the-ice/
tt0312329,2.55,1603,Charles S. Dutton,https://letterboxd.com/film/against-the-ropes/
tt0109053,3.37,2878,John Frankenheimer,https://letterboxd.com/film/against-the-wall/
tt2475846,2.73,455,Richard Boddington,https://letterboxd.com/film/against-the-wild/
tt28856462,3.37,49597,Muhadkly Acho,https://letterboxd.com/film/agak-laen/
tt5896568,2.93,1172,Bill Kiely,https://letterboxd.com/film/age-of-summer/
tt10214826,3.8,10663,Swaroop RSJ,https://letterboxd.com/film/agent-sai-srinivasa-athreya/
tt6798422,3.49,678,Nick Hooker,https://letterboxd.com/film/agnelli/
tt27930683,3.28,980,Rahul Dholakia,https://letterboxd.com/film/agni-2024/
tt35890662,3.52,1656,Giulio Bertelli,https://letterboxd.com/film/agon-2025/
tt1186830,3.39,41719,Alejandro Amenábar,https://letterboxd.com/film/agora/
tt8004552,3.4,304,Mariano Baez,https://letterboxd.com/film/agustin-aristaran-soy-rada/
tt43617119,2.35,1854,Elie El Semaan,https://letterboxd.com/film/love-in-slow-motion/
tt13118012,2.49,2064,Salvador Espinosa,https://letterboxd.com/film/youve-got-this/
tt38457052,3.28,15700,"Emily Turner, Kirsty Cunningham",https://letterboxd.com/film/aileen-queen-of-the-serial-killers/
tt2388637,3.36,19958,David Lowery,https://letterboxd.com/film/aint-them-bodies-saints/
tt6570098,2.22,2140,"José Zelada, Richard Claus",https://letterboxd.com/film/ainbo-spirit-of-the-amazon/
tt16419074,3.57,563245,Ben Affleck,https://letterboxd.com/film/air-2023/
tt0118570,2.81,53051,Charles Martin Smith,https://letterboxd.com/film/air-bud/
tt0140796,2.57,12147,Richard Martin,https://letterboxd.com/film/air-bud-golden-receiver/
tt0288415,2.53,6574,Robert Vince,https://letterboxd.com/film/air-bud-seventh-inning-fetch/
tt0161220,2.58,8761,Bill Bannerman,https://letterboxd.com/film/air-bud-world-pup/
tt0470982,2.77,24869,Robert Vince,https://letterboxd.com/film/air-buddies/
tt35628532,3.53,1862,Matt Wilcox,https://letterboxd.com/film/air-force-elite-thunderbirds/
tt0118571,3.26,147216,Wolfgang Petersen,https://letterboxd.com/film/air-force-one/
tt14571464,2.96,456,"Zulkarnain Azhar, Frank See",https://letterboxd.com/film/air-force-the-movie-danger-close/
tt26507543,3.09,3059,Key Mangunsong,https://letterboxd.com/film/tears-at-the-edge-of-a-prayer-rug/
tt14091818,3.33,4930,"Shashank Khaitan, Neeraj Ghaywan, Raj Mehta, Kayoze Irani",https://letterboxd.com/film/ajeeb-daastaans/
tt11651796,3.37,9787,Vikramaditya Motwane,https://letterboxd.com/film/ak-vs-ak/
tt27197387,3.08,10895,Morgan S. Dalibert,https://letterboxd.com/film/aka-2023/
tt28805537,3.4,793,Nick Hooker,https://letterboxd.com/film/aka-mr-chow/
tt20857676,2.04,7046,Maciej Kawulski,https://letterboxd.com/film/kleks-academy/
tt0437800,3.63,29067,Doug Atchison,https://letterboxd.com/film/akeelah-and-the-bee/
tt9916362,3.57,20306,Pablo Agüero,https://letterboxd.com/film/coven-2020-1/
tt30327762,3.6,23032,Saulė Bliuvaitė,https://letterboxd.com/film/toxic-2024/
tt20118266,3.17,1605,Fajar Bustomi,https://letterboxd.com/film/aku-jati-aku-asperger/
tt39370887,3.29,2975,Gina S. Noer,https://letterboxd.com/film/me-before-me/
tt12837230,2.83,1504,Theo Love,https://letterboxd.com/film/alabama-snake/
tt0103639,3.91,1178151,"John Musker, Ron Clements",https://letterboxd.com/film/aladdin/
tt6139732,3.12,788405,Guy Ritchie,https://letterboxd.com/film/aladdin-2019/
tt0115491,2.89,64137,Tad Stones,https://letterboxd.com/film/aladdin-and-the-king-of-thieves/
tt7120018,2.9,566,Daniel Augusto,https://letterboxd.com/film/albatroz/
tt6254874,2.86,872,Max Lang,https://letterboxd.com/film/albert-2016/
tt20274588,3.6,8985,Rob Reiner,https://letterboxd.com/film/albert-brooks-defending-my-life/
tt1602098,3.1,14103,Rodrigo García,https://letterboxd.com/film/albert-nobbs/
tt11930126,3.67,41433,Carla Simón,https://letterboxd.com/film/alcarras/
tt15475516,3.58,12454,María Zanetti,https://letterboxd.com/film/alemania-2023/
tt31727542,4,2863,Alex Timbers,https://letterboxd.com/film/alex-edelman-just-for-us/
tt5688996,2.47,75093,Craig Johnson,https://letterboxd.com/film/alex-strangelove/
tt1698641,2.67,78872,Miguel Arteta,https://letterboxd.com/film/alexander-and-the-terrible-horrible-no-good-very-bad-day/
tt13782222,2.31,3882,Marvin Lemus,https://letterboxd.com/film/alexander-and-the-terrible-horrible-no-good/
tt5674698,3.02,970,Carlo Padial,https://letterboxd.com/film/something-huge/
tt32128950,3.36,3443,Hernán Rosselli,https://letterboxd.com/film/something-old-something-new-something-borrowed/
tt7847324,3.42,463,Robert S. Bader,https://letterboxd.com/film/ali-cavett-the-tale-of-the-tapes/
tt11271990,3.38,22790,Lucky Kuswandi,https://letterboxd.com/film/ali-ratu-ratu-queens/
tt0139008,3.17,226,Victor Lima,https://letterboxd.com/film/ali-baba-e-os-quarenta-ladroes/
tt5066574,3.62,11383,Jaime Eliezer Karas,https://letterboxd.com/film/ali-wong-baby-cobra/
tt7410684,3.6,9587,Jaime Eliezer Karas,https://letterboxd.com/film/ali-wong-hard-knock-wife/
tt33350315,3.26,5870,Ali Wong,https://letterboxd.com/film/ali-wong-single-lady/
tt2782692,3.45,4454,Jeffrey Walker,https://letterboxd.com/film/alis-wedding/
tt22398528,1.34,6122,Richard John Taylor,https://letterboxd.com/film/alice-in-terrorland/
tt1014759,3.39,1522223,Tim Burton,https://letterboxd.com/film/alice-in-wonderland-2010/
tt0043274,3.82,654489,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",https://letterboxd.com/film/alice-in-wonderland-1951/
tt8217188,3.47,6322,Gil Baroni,https://letterboxd.com/film/alice-junior/
tt21606432,2.49,476,Fabrício Bittar,https://letterboxd.com/film/alice-no-mundo-da-internet/
tt0290406,3.07,1691,Eduardo Plá,https://letterboxd.com/film/alicia-en-el-pais-de-las-maravillas/
tt0078748,4.25,2016295,Ridley Scott,https://letterboxd.com/film/alien/
tt19849214,2.94,222,,https://letterboxd.com/film/alien-endgame/
tt0118583,2.63,324604,Jean-Pierre Jeunet,https://letterboxd.com/film/alien-resurrection/
tt11332750,3.16,5076,Stephen Chiodo,https://letterboxd.com/film/alien-xmas/
tt2316204,3.1,556036,Ridley Scott,https://letterboxd.com/film/alien-covenant/
tt18412256,3.59,1306480,Fede Álvarez,https://letterboxd.com/film/alien-romulus/
tt0090605,4.12,962473,James Cameron,https://letterboxd.com/film/aliens/
tt0417415,3.02,3529,"James Cameron, Steven Quale",https://letterboxd.com/film/aliens-of-the-deep/
tt0758730,1.63,142092,"Colin Strause, Greg Strause",https://letterboxd.com/film/aliens-vs-predator-requiem/
tt0103644,2.84,441724,David Fincher,https://letterboxd.com/film/alien-3/
tt0437086,3.24,477344,Robert Rodriguez,https://letterboxd.com/film/alita-battle-angel/
tt7611352,2.54,2620,Rob Grant,https://letterboxd.com/film/alive-2018/
tt0933877,3.41,207,"Ellen Goosenberg Kent, Jon Alpert",https://letterboxd.com/film/alive-day-memories-home-from-iraq/
tt22497768,3.11,8180,Fahad Alammari,https://letterboxd.com/film/alkhallat/
tt0881891,2.19,33308,Phil Traill,https://letterboxd.com/film/all-about-steve/
tt3993886,3.25,8671,Joe Robert Cole,https://letterboxd.com/film/all-day-and-a-night/
tt1666185,2.76,26404,Benny Boom,https://letterboxd.com/film/all-eyez-on-me/
tt10092698,1.85,22738,"Ari Costa, Eren Celeboglu",https://letterboxd.com/film/all-fun-and-games/
tt2900624,2.19,86306,Damien Leone,https://letterboxd.com/film/all-hallows-eve/
tt4486986,2.61,10866,Marc Forster,https://letterboxd.com/film/all-i-see-is-you/
tt1492705,2.83,761,Susan Walter,https://letterboxd.com/film/all-i-wish/
tt12538822,3.68,2317,"Liz Garbus, Lisa Cortés",https://letterboxd.com/film/all-in-the-fight-for-democracy/
tt18748482,2.81,420,David Lewis,https://letterboxd.com/film/all-kinds-of-love/
tt21192142,3.94,724537,Andrew Haigh,https://letterboxd.com/film/all-of-us-strangers/
tt0286261,3.88,9706,Mike Leigh,https://letterboxd.com/film/all-or-nothing/
tt4119278,2.28,4772,Ella Lemhagen,https://letterboxd.com/film/all-roads-lead-to-rome/
tt14316486,2.97,4380,Emmanuelle Pickett,https://letterboxd.com/film/all-souls-2023/
tt16377862,3.63,19312,Shaunak Sen,https://letterboxd.com/film/all-that-breathes/
tt3907584,3.21,403503,Brett Haley,https://letterboxd.com/film/all-the-bright-places/
tt0405676,2.81,6041,Steven Zaillian,https://letterboxd.com/film/all-the-kings-men-2006/
tt5294550,3.22,68158,Ridley Scott,https://letterboxd.com/film/all-the-money-in-the-world/
tt3706352,2.84,16895,Janus Metz,https://letterboxd.com/film/all-the-old-knives/
tt3791216,3.46,9649,Jay Roach,https://letterboxd.com/film/all-the-way-2016/
tt1922544,3.06,698,Melissa Miller Costanzo,https://letterboxd.com/film/all-these-small-moments/
tt3155342,3.02,9839,Brett Haley,https://letterboxd.com/film/all-together-now-2020/
tt1034090,2.85,654,Scott Marshall,https://letterboxd.com/film/alls-faire-in-love/
tt9467386,2.86,908,Ruud Schuurman,https://letterboxd.com/film/life-as-it-should-be/
tt7776430,3.47,2032,Eva Trobisch,https://letterboxd.com/film/all-good/
tt0217990,2.75,4374,Rod Daniel,https://letterboxd.com/film/alley-cats-strike/
tt3640424,3.32,116602,Robert Zemeckis,https://letterboxd.com/film/allied/
tt0055740,3.08,646,Steve Previn,https://letterboxd.com/film/almost-angels/
tt7711170,2.96,69206,John Hyams,https://letterboxd.com/film/alone-2020-1/
tt14506528,2.67,60664,Sofia Alvarez,https://letterboxd.com/film/along-for-the-ride-2022/
tt32275943,3.29,61668,Julia Ducournau,https://letterboxd.com/film/alpha-2025/
tt0426883,3.38,45229,Nick Cassavetes,https://letterboxd.com/film/alpha-dog/
tt9106672,3.42,5463,Caroline Link,https://letterboxd.com/film/when-hitler-stole-pink-rabbit/
tt10720098,3.55,359,"Perri Peltz, Matthew O'Neill",https://letterboxd.com/film/alternate-endings-six-new-ways-to-die-in-america/
tt1485674,3.03,256,Roberto Santucci,https://letterboxd.com/film/riding-high-2008/
tt0952640,2.9,610623,Tim Hill,https://letterboxd.com/film/alvin-and-the-chipmunks/
tt7374948,3.07,179733,Nahnatchka Khan,https://letterboxd.com/film/always-be-my-maybe-2019/
tt2737926,2.18,5667,James Moran,https://letterboxd.com/film/always-watching-a-marble-hornets-story/
tt0086871,3.33,387,Bruno Barreto,https://letterboxd.com/film/happily-ever-after-1985-1/
tt11225626,2.98,250312,"Tig Notaro, Stephanie Allynne",https://letterboxd.com/film/am-i-ok/
tt4142090,3.56,544,Cláudia Varejão,https://letterboxd.com/film/ama-san/
tt5952332,3.33,38709,"Brian McGinn, Rod Blackhurst",https://letterboxd.com/film/amanda-knox/
tt9310314,3.4,325,Stan Lathan,https://letterboxd.com/film/amanda-seales-i-be-knowin/
tt5343008,3.07,250,Nerina de Jager,https://letterboxd.com/film/amandla/
tt26658272,3.76,16685,Imtiaz Ali,https://letterboxd.com/film/amar-singh-chamkila/
tt0318292,3.74,84989,Fernando Sariñana,https://letterboxd.com/film/love-hurts-2002/
tt27118357,3.61,30047,Rajkumar Periasamy,https://letterboxd.com/film/amaran-2024/
tt9122672,2.91,1129,Caroline Fioratti,https://letterboxd.com/film/love-spell-2021-1/
tt5580392,2.9,12163,Ryan Koo,https://letterboxd.com/film/amateur-2018/
tt8282830,3.32,3240,Johnpaul George,https://letterboxd.com/film/ambili/
tt0138289,3.26,212,Ernest R. Dickerson,https://letterboxd.com/film/ambushed/
tt15494038,3.38,44893,Hiroyasu Ishida,https://letterboxd.com/film/drifting-home/
tt0265029,2.73,36526,Joe Roth,https://letterboxd.com/film/americas-sweethearts/
tt6733874,2.69,15467,Matt Thompson,https://letterboxd.com/film/america-the-motion-picture/
tt0169547,3.94,1252162,Sam Mendes,https://letterboxd.com/film/american-beauty/
tt20672490,2.47,16904,Diego Hallivis,https://letterboxd.com/film/american-carnage-2022/
tt0303633,3.18,357,Dan Mintz,https://letterboxd.com/film/american-crime/
tt13884444,2.78,3729,Paul Dektor,https://letterboxd.com/film/american-dreamer-2022/
tt9351980,3.67,40729,"Steven Bognar, Julia Reichert",https://letterboxd.com/film/american-factory/
tt0765429,3.96,411105,Ridley Scott,https://letterboxd.com/film/american-gangster/
tt0120586,4.17,999387,Tony Kaye,https://letterboxd.com/film/american-history-x/
tt3532216,3.47,234772,Doug Liman,https://letterboxd.com/film/american-made/
tt12987894,3.33,86985,Jenny Popplewell,https://letterboxd.com/film/american-murder-the-family-next-door/
tt5344054,2.62,585,Alessio Della Valle,https://letterboxd.com/film/american-night-2021/
tt11771594,1.78,27361,Mike Elliott,https://letterboxd.com/film/american-pie-presents-girls-rules/
tt0144084,3.75,4186644,Mary Harron,https://letterboxd.com/film/american-psycho/
tt1605630,2.86,137518,"Jon Hurwitz, Hayden Schlossberg",https://letterboxd.com/film/american-reunion/
tt13322120,2.62,382,Raja Collins,https://letterboxd.com/film/american-sicario/
tt13496236,1.91,1265,Edward Drake,https://letterboxd.com/film/american-siege/
tt2179136,3.44,626897,Clint Eastwood,https://letterboxd.com/film/american-sniper/
tt9664078,3.05,8411,Kenny Leon,https://letterboxd.com/film/american-son-2019/
tt0305206,3.78,41566,"Shari Springer Berman, Robert Pulcini",https://letterboxd.com/film/american-splendor/
tt32387554,2.52,26786,Uta Briesewitz,https://letterboxd.com/film/american-sweatshop/
tt28865980,3.39,18992,Matthew Heineman,https://letterboxd.com/film/american-symphony/
tt27991902,3.66,897,Brad Lockhart,https://letterboxd.com/film/american-thunder-nascar-to-le-mans/
tt1318044,2.04,2467,Clare Kilner,https://letterboxd.com/film/american-virgin-2009/
tt4303202,3.39,1268,Alex Ranarivelo,https://letterboxd.com/film/american-wrestler-the-wizard/
tt6690860,3.54,918,Philippa Robinson,https://letterboxd.com/film/americans-in-bed/
tt11236272,3.33,494,Luis Alberto Restrepo,https://letterboxd.com/film/nobodys-friend/
tt21907174,2.88,713,Javier Veiga,https://letterboxd.com/film/amigos-hasta-la-muerte-2023/
tt28669770,2.92,850,Rafael Gomes,https://letterboxd.com/film/amigos-sem-compromisso/
tt15847872,2.89,574,Izu Ojukwu,https://letterboxd.com/film/amina-2021/
tt2081435,3.1,518,"François Prévôt-Leygonie, Stéphan Archinard",https://letterboxd.com/film/true-friends-2012/
tt1935897,2.09,21466,Franck Khalfoun,https://letterboxd.com/film/amityville-the-awakening/
tt5206770,1.98,869,Tiago Mesquita,https://letterboxd.com/film/among-the-shadows/
tt3203890,2.92,1139,Pedro Pablo Ibarra,https://letterboxd.com/film/pulling-strings/
tt11269026,2.66,7850,Paco Caballero,https://letterboxd.com/film/honeymoon-with-my-mother/
tt8537984,2.98,284,"Suso Imbernón, Juanjo Moscardó Rius",https://letterboxd.com/film/instant-love-2020/
tt15863594,2.42,4203,Ale McHaddo,https://letterboxd.com/film/just-short-of-perfect/
tt0245712,4.19,320674,Alejandro G. Iñárritu,https://letterboxd.com/film/amores-perros/
tt5786632,3.05,846,Vera Egito,https://letterboxd.com/film/restless-love-2016/
tt7133340,3.19,454,Francesca Comencini,https://letterboxd.com/film/stories-of-love-that-cannot-belong-to-this-world/
tt0082017,3.24,991,Vincent McEveety,https://letterboxd.com/film/amy-1981/
tt20723730,2.84,424,Ryan Polito,https://letterboxd.com/film/amy-schumer-presents-parental-advisory/
tt27791865,2.79,1566,Amy Schumer,https://letterboxd.com/film/amy-schumer-emergency-contact/
tt9770590,2.99,3096,Amy Schumer,https://letterboxd.com/film/amy-schumer-growing/
tt4909348,3.16,1743,Chris Rock,https://letterboxd.com/film/amy-schumer-live-at-the-apollo/
tt6616074,2.09,5305,Amy Schumer,https://letterboxd.com/film/amy-schumer-the-leather-special/
tt27441525,3.32,3642,"Jordi Évole, Màrius Sánchez",https://letterboxd.com/film/the-pope-answers/
tt7049542,2.89,530,Joe Chappelle,https://letterboxd.com/film/an-acceptable-loss/
tt15600222,3.22,12852,Anirudh Iyer,https://letterboxd.com/film/an-action-hero/
tt8620646,2.37,1251,Víctor García,https://letterboxd.com/film/an-affair-to-die-for/
tt0050105,3.81,41743,Leo McCarey,https://letterboxd.com/film/an-affair-to-remember/
tt31868785,3.31,2015,Marc Levin,https://letterboxd.com/film/an-american-bombing-the-road-to-april-19th/
tt1340418,3.08,4487,Martha Coolidge,https://letterboxd.com/film/an-american-girl-chrissa-stands-strong/
tt2836524,3.63,480,Amy Schatz,https://letterboxd.com/film/an-apology-to-elephants/
tt13273728,2.16,2982,Bradley Walsh,https://letterboxd.com/film/an-autumn-romance/
tt0208185,3.38,94188,Douglas McCarthy,https://letterboxd.com/film/an-extremely-goofy-movie/
tt1785288,3.05,782,Brad Silberling,https://letterboxd.com/film/an-ordinary-man/
tt6173488,2.99,331,David Mackay,https://letterboxd.com/film/an-uncommon-grace/
tt0118615,2.41,176941,Luis Llosa,https://letterboxd.com/film/anaconda/
tt33244668,2.44,408836,Tom Gormican,https://letterboxd.com/film/anaconda-2025/
tt1137996,1.59,10543,Don E. FauntLeRoy,https://letterboxd.com/film/anaconda-3-offspring/
tt1150934,1.51,8778,Don E. FauntLeRoy,https://letterboxd.com/film/anacondas-trail-of-blood/
